"","Código","Nome","Latitude","Longitude"
"","330190001A","Sambaetiba","-22.681","-42.78"
"","330185006A","Rod. Rio Teresópolis","-22.482","-42.996"
"","330185004A","Vale das Pedrinhas","-22.655","-42.993"
"","330185003A","Rua Hilton de Araujo","-22.596","-43.007"
"","330185002A","Barrinha","-22.509","-42.983"
"","330185001A","Centro","-22.528","-42.984"
"","330180103A","Morro Azul","-22.47605","-43.58121"
"","330170214A","Jardim Olavo Bilac","-22.775","-43.327"
"","330170213A","Santa Cruz da Serra","-22.642","-43.282"
"","330170212A","São Bento","-22.726","-43.312"
"","330170211A","São Judas Tadeu","-22.661","-43.285"
"","330170210A","Taquara","-22.621","-43.235"
"","330170209A","Jardim Anhanga","-22.648","-43.246"
"","330170208A","Jardim Mariana","-22.684","-43.355"
"","330170207A","Xerem3","-22.572","-43.313"
"","330170206A","Xerem2","-22.596","-43.299"
"","330170205A","Xerem","-22.549","-43.302"
"","330170203A","Sarapui","-22.749","-43.299"
"","330170201A","Pilar","-22.701","-43.292"
"","330160302A","Distrito de Monnerat","-22.075","-42.404"
"","330160301A","EMATER","-22.051","-42.522"
"","330150403A","Jardim Alah","-22.01398","-42.36532"
"","330150402A","Centro","-22.02632","-42.35958"
"","330150401A","Retiro Poético","-22.034","-42.383"
"","330120702A","RJ 158 km10","-21.844","-42.579"
"","330120701A","Reta","-21.94","-42.607"
"","330115701A","Catarino","-21.4868","-41.60967"
"","330110805A","Boa sorte","-21.854","-42.274"
"","330110804A","Euclidelândia","-21.908","-42.261"
"","330110801A","Felipe João","-21.981","-42.365"
"","330100907A","Baixa Grande","-21.946942","-41.134248"
"","330100906A","Serrinha","-22.0208","-41.6853"
"","330100905A","Jardim Carioca","-21.7469","-41.3186"
"","330100904A","Dores de Macabu","-21.9896","-41.5073"
"","330100903A","Morro do Coco","-21.3759","-41.3465"
"","330100902A","Arraial","-21.6025","-41.314"
"","330095102A","SAELEG","-22.031","-43.207"
"","330095101A","Bairro Reta","-22.053","-43.207"
"","330090201A","Centro","-21.576216","-41.908943"
"","330080309A","E. M Engenheiro Elias Faraht","-22.591","-42.878"
"","330080307A","Centro2","-22.561","-42.693"
"","330080306A","São Francisco de Assis","-22.474","-42.655"
"","330080305A","Valério","-22.439","-42.636"
"","330080304A","Japiúba","-22.562","-42.686"
"","330080302A","Centro","-22.463","-42.654"
"","330070404A","Aquarius","-22.5941","-42.0012"
"","330070402A","Centro","-22.8771","-42.014"
"","330060501A","Lia Márcia","-21.136543","-41.677899"
"","330050604A","Centro","-22.15","-42.422"
"","330050603A","EMATER","-22.156","-42.419"
"","330050602A","São José do Ribeirão","-22.205","-42.396"
"","330050601A","São Miguel","-22.164","-42.418"
"","330045607A","Vila Santa Rita","-22.74901","-43.42256"
"","330045606A","Santa Emilia","-22.71599","-43.35249"
"","330045605A","Vila Pauline","-22.738","-43.366"
"","330045604A","Parque Fluminense","-22.73","-43.331"
"","330045603A","Nova Aurora","-22.721","-43.398"
"","330045602A","Parque Amorim","-22.707","-43.334"
"","330045601A","Santa Amélia","-22.742","-43.392"
"","330040706A","Vila Orlandélia","-22.53582","-44.16231"
"","330040705A","Vila Maria","-22.51362","-44.19784"
"","330030803A","BARRA DO PIRAÍ","-22.5222","-43.8035"
"","330030801A","Defesa Civil","-22.455045","-43.837"
"","330022503A","SAAESA","-22.227","-43.092"
"","330022502A","Centro","-22.239","-43.102"
"","330020904A","Monteiros","-22.7444","-42.2596"
"","330020903A","Aurora","-22.8028","-42.4162"
"","330020902A","Mataruna","-22.8596","-42.3412"
"","330020901A","Bananeiras","-22.8675","-42.2826"
"","330015901A","Verdes Campos","-21.61792","-42.118248"
"","330010029A","Ponta Leste","-23.052","-44.243"
"","330010028A","Caputera","-22.987","-44.218"
"","330010027A","São Bento","-23.012","-44.322"
"","330010026A","Vila do Abraão","-23.139","-44.169"
"","330010025A","Praia Sítio Forte","-23.137","-44.282"
"","330010024A","Praia de Bananal","-23.109","-44.248"
"","330010023A","Mombaça","-23.017","-44.291"
"","330010022A","Praia de Araçatiba","-23.155","-44.327"
"","330010021A","Praia de Garatucaia","-23.037","-44.177"
"","330010020A","Itanema","-22.923","-44.359"
"","330010019A","Praia Brava","-23.005","-44.48"
"","330010018A","Camorim Pequeno","-23.005","-44.279"
"","330010017A","Enseada","-22.987","-44.32"
"","330010016A","Sertão de Mambucaba","-22.951","-44.565"
"","330010015A","Pontal","-22.948","-44.329"
"","330010014A","Serra d`agua","-22.889","-44.278"
"","330010013A","Ariró","-22.902","-44.332"
"","330010012A","Monsuaba","-23.01","-44.222"
"","330010011A","Praia da Chacara","-22.99993","-44.305"
"","330010010A","Vila Velha","-23.024","-44.349"
"","330010009A","Praia das Goiabas","-23.024","-44.512"
"","330010008A","Portogalo","-23.037","-44.195"
"","330010007A","BNH","-22.992","-44.241"
"","330010006A","Parque Pereque","-23.014","-44.533"
"","330010005A","Parque do Belém","-22.9604","-44.29408"
"","330010004A","Areal","-22.982","-44.292"
"","330010003A","Bracuí","-22.933","-44.387"
"","330010002A","Camorim","-22.998","-44.264"
"","330010001A","Frade","-22.966","-44.44"
"","320530909A","Mario Ciprests","-20.321","-40.354"
"","320530908A","Jardim Camburi","-20.257","-40.268"
"","320530906A","Romão","-20.313","-40.322"
"","320530905A","Vale do Mulembá","-20.274","-40.323"
"","320530901A","Santa Luiza","-20.292","-40.304"
"","320520010A","São Torquato","-20.34541","-40.29209"
"","320520009A","Coqueiral de Itaparica","-20.36","-40.299"
"","320520008A","Vila Garrido","-20.34","-40.34"
"","320520007A","Jaburuna","-20.333","-40.302"
"","320520006A","Terra Vermelha","-20.444","-40.352"
"","320520005A","Santa Rita","-20.344557","-40.330542"
"","320520004A","Cobilândia","-20.3580787","-40.3541349"
"","320520003A","Aribiri","-20.34","-40.321"
"","320520002A","Centro","-20.336","-40.296"
"","320515001A","Nova Munique","-18.620456","-40.606168"
"","320510104A","Jucu","-20.427","-40.461"
"","320510103A","Marcílio de Noronha","-20.351","-40.423"
"","320510102A","Viana Sede","-20.39","-40.495"
"","320510101A","Areinha","-20.367","-40.429"
"","320506901A","Esplanada","-20.329789","-41.131925"
"","320503601A","Vargem Alta","-20.670646","-41.007891"
"","320500213A","Cidade Continental","-20.211","-40.219"
"","320500212A","Barcelona","-20.171","-40.258"
"","320500211A","Hélio Ferraz","-20.241","-40.269"
"","320500210A","Cantinho do Céu","-20.201","-40.277"
"","320500209A","Novo Horizonte","-20.219","-40.25"
"","320500208A","Serra Dourada II","-20.137","-40.248"
"","320500207A","Nova Almeida","-20.056","-40.201"
"","320500206A","Jacaraípe","-20.132","-40.193"
"","320500205A","Carapina Grande","-20.219","-40.281"
"","320500204A","Nova Carapina I","-20.156","-40.273"
"","320500203A","Planalto Serrano","-20.134","-40.288"
"","320500202A","Centro","-20.125","-40.307"
"","320500201A","Carapina","-20.214","-40.268"
"","320495502A","São Jacinto","-19.721","-40.61"
"","320495501A","São Roque do Canaã","-19.736","-40.661"
"","320490602A","Guriri Sul","-18.726283","-39.836693"
"","320480702A","Centro","-21.03103","-41.65677"
"","320465801A","São Domingos do Norte","-19.148","-40.622"
"","320460902A","Alto Caldeirão","-19.955","-40.741"
"","320460901A","Centro","-19.936","-40.597"
"","320455905A","Baixo São Sebastião","-20.056","-40.689"
"","320455904A","São Luis","-20.003","-40.737"
"","320455903A","São João do Garrafão","-20.156","-40.941"
"","320455902A","Vila de Jetibá","-20.019","-40.76"
"","320455901A","Alto Rio Possmoser","-20.067","-40.84"
"","320450003A","Barra de Mangarai","-20.135","-40.439"
"","320450002A","Olaria","-20.101","-40.521"
"","320450001A","Centro","-20.098","-40.527"
"","320440102A","Centro","-20.864403","-40.930634"
"","320440101A","São José","-20.868245","-40.943022"
"","320435101A","Zona Rural","-19.319183","-40.36113"
"","320430201A","Centro","-21.100061","-41.043913"
"","320425201A","Centro","-18.123194","-40.540619"
"","320420301A","Centro","-20.83876","-40.72852"
"","320410401A","Vila Verde","-18.417098","-40.221891"
"","320405401A","Novo Horizonte","-18.2925","-39.957222"
"","320400501A","Pancas","-19.22245","-40.85532"
"","320390805A","Rod. XV Novembro","-18.688","-40.392"
"","320390804A","Boa Esperança","-18.559","-40.34"
"","320390803A","Centro","-18.714","-40.407"
"","320390802A","Santa Luzia","-18.713","-40.377"
"","320390801A","Centro2","-18.71","-40.398"
"","320380902A","Santo Agostinho","-20.945653","-41.347444"
"","320370001A","Centro","-20.464543","-41.412963"
"","320360101A","Nitiva","-18.09281","-40.51511"
"","320350201A","Palhinha","-18.128552","-40.352651"
"","320340302A","Distrito Conceição de Muqui","-20.97386","-41.509"
"","320335301A","Centro","-19.40921","-40.54053"
"","320334603A","Zona Rural","-20.385082","-40.75591"
"","320334602A","Araguaia","-20.490695","-40.771554"
"","320330401A","Centro","-18.858944","-41.118417"
"","320320501A","Centro","-19.406","-40.069"
"","320316301A","São Luiz de Miranda","-19.903","-41.014"
"","320313001A","João Neiva","-19.757","-40.386"
"","320310601A","AC Jeronimo Monteiro","-20.788792","-41.391"
"","320300701A","Centro","-20.347824","-41.5289"
"","320290001A","Morro do Cafezal","-19.99632","-40.88827"
"","320280101A","Centro","-21.009","-40.833"
"","320270202A","Otto Luis Hofman","-19.812","-40.859"
"","320270201A","Itaguaçu","-19.801","-40.865"
"","320265201A","Centro","-20.349759","-41.644108"
"","320255301A","Centro","-20.524611","-41.6681"
"","320250402A","Av. Getulio Vargas","-19.831","-40.368"
"","320250401A","Centro","-19.83","-40.369"
"","320245401A","Centro","-20.236053","-41.508037"
"","320240504A","Posto da PRF","-20.6584","-40.6131"
"","320240503A","Aeroporto","-20.646","-40.491"
"","320240502A","Rod. Neuza Nader Borges","-20.645","-40.541"
"","320240501A","Centro","-20.674","-40.501"
"","320230605A","Cândido Machado","-20.759","-41.669"
"","320230604A","Balanço","-20.785","-41.658"
"","320230603A","Morro do Cristo","-20.772","-41.672"
"","320230602A","Antonio E. Moreira","-20.78","-41.685"
"","320230601A","Centro","-20.772","-41.676"
"","320225601A","Governador Lindenberg","-19.245","-40.484"
"","320220702A","São José","-19.935","-40.408"
"","320220701A","Praia Grande","-20.038","-40.19"
"","320210802A","Avenida São Francisco","-18.394","-40.825"
"","320210801A","Ecoporanga","-18.371","-40.828"
"","320190201A","AC Domingos Martins","-20.36","-40.66"
"","320170401A","Pedro Rigo","-20.36063","-41.252"
"","320160501A","Centro","-18.594626","-39.730921"
"","320150606A","Novo Horizonte","-19.524","-40.668"
"","320150605A","Carlos Germano","-19.486","-40.673"
"","320150604A","Morada do Sol","-19.521","-40.658"
"","320150603A","Baunilha","-19.571","-40.506"
"","320150602A","Maria das Graças","-19.512","-40.619"
"","320150601A","Centro","-19.535","-40.63"
"","320140706A","Garage","-20.555","-41.249"
"","320140705A","Centro","-20.603","-41.203"
"","320140704A","Pouso Alto","-20.598","-41.202"
"","320140702A","Criméia","-20.559","-41.191"
"","320130811A","Maracanã","-20.361","-40.373"
"","320130810A","Jardim Botanico","-20.389","-40.372"
"","320130809A","Areinha","-20.262","-40.425"
"","320130808A","Padre Gabriel","-20.374","-40.39"
"","320130807A","Centro","-20.339","-40.371"
"","320130806A","Bela Vista","-20.369","-40.371"
"","320130805A","Aparecida","-20.306","-40.375"
"","320130804A","Nova Rosa da Penha I","-20.263","-40.389"
"","320130803A","Itaquari","-20.328","-40.362"
"","320130802A","Nova Valverde","-20.32","-40.391"
"","320120909A","Coramara","-20.828","-41.142"
"","320120908A","Aeroporto","-20.836","-41.188"
"","320120907A","Ilha da Luz","-20.839","-41.121"
"","320120906A","Itaóca","-20.727","-41.132"
"","320120905A","Jardim Itapemirim","-20.857","-41.152"
"","320120904A","São Geraldo","-20.878","-41.121"
"","320120903A","Guandu","-20.845","-41.122"
"","320120902A","Santo Antonio","-20.845","-41.129"
"","320120901A","Beira Rio","-20.849","-41.114"
"","320115901A","Centro","-20.150223","-41.29486"
"","320110001A","Vista Alegre","-21.11939","-41.66597"
"","320100101A","Centro","-18.540267","-40.29713"
"","320090403A","Centro2","-18.759","-40.885"
"","320090402A","Bambé","-18.76","-40.896"
"","320090401A","Centro","-18.757","-40.893"
"","320080501A","Mauá","-19.50957","-41.0114"
"","320070601A","Centro","-20.914313","-41.198001"
"","320060707A","Rod. Primo Bitti","-19.826","-40.263"
"","320060706A","Guaraná","-19.679","-40.259"
"","320060705A","Jacupemba","-19.576","-40.187"
"","320060704A","Vila Nova","-19.81","-40.272"
"","320060703A","Coqueiral","-19.919","-40.131"
"","320060702A","Centro","-19.82","-40.276"
"","320050801A","Centro","-21.157318","-41.567119"
"","320040903A","João XXIII","-20.80351","-40.64939"
"","320040902A","Olivania","-20.58244","-40.64607"
"","320030001A","Centro","-20.6341","-40.75439"
"","320020107A","Café","-20.86988","-41.57819"
"","320020106A","Conceição","-20.761","-41.536"
"","320020105A","Celina","-20.761","-41.594"
"","320020104A","Distrito de Rive","-20.76","-41.457"
"","320020103A","Distrito de Jerusalem","-20.793","-41.556"
"","320020101A","Centro","-20.763","-41.531"
"","320016904A","Gov. Lacerda de Aguiar","-18.6358","-40.9443"
"","320016903A","Centro","-18.5485","-40.9764"
"","320016902A","Vila Nelita","-18.476","-41.013"
"","320016901A","Bom destino","-18.431","-40.984"
"","320010208A","Piracema","-20.177","-41.196"
"","320010207A","Serra Pelada","-20.061","-41.047"
"","320010206A","João Valim","-20.097","-41.12"
"","320010205A","Fazenda Guandu","-20.215","-41.103"
"","320010203A","Floresta","-20.102","-41.165"
"","320010202A","São Vicente","-20.083","-41.129"
"","320010201A","Afonso Cláudio","-20.078277","-41.124052"
"","317200401A","Centro","-21.009","-42.841"
"","317190701A","Centro","-18.475724","-42.311238"
"","317130304A","São José do Triunfo","-20.749","-42.825"
"","317130303A","Fatima","-20.767","-42.896"
"","317130302A","Vale do Sol","-20.732","-42.882"
"","317130301A","Centro","-20.756","-42.879"
"","317120402A","Santa Clara I","-19.75821","-43.95392"
"","317120401A","Centro","-19.6921","-43.92317"
"","317100601A","Cidade Nova","-17.985833","-46.904444"
"","317040401A","Jacilândia","-16.352733","-46.91116"
"","317020601A","Pampulha","-18.936205","-48.24565"
"","317010701A","Merces","-19.71201","-47.95312"
"","316990110A","Av. Olegário Maciel","-21.124","-42.918"
"","316990109A","Rua Lilina Rinaldi","-21.126","-42.925"
"","316990108A","Av. Amadeu Schiavon","-21.129","-42.939"
"","316990107A","Ub  Pequeno","-21.069","-42.901"
"","316990106A","Vila Regina","-21.134","-42.946"
"","316990105A","Aeroporto","-21.122788","-42.878306"
"","316990104A","Otacilio Coutinho","-21.096","-42.971"
"","316990103A","Jardim Primavera","-21.101","-42.954"
"","316990102A","São Domingos","-21.107","-42.931"
"","316990101A","Centro","-21.119","-42.939"
"","316935601A","Centro","-18.202777","-45.228055"
"","316930702A","Jardim Paraíso","-21.72686","-45.26287"
"","316930701A","Jardim América","-21.67047","-45.26846"
"","316880403A","Varzea de Baixo","-21.118","-44.17"
"","316880402A","Pacu","-21.109","-44.179"
"","316880401A","Parque das Abelhas","-21.107","-44.166"
"","316870501A","Centro-Norte","-19.538","-42.647"
"","316860601A","Centro","-17.864","-41.509"
"","316750901A","Centro","-21.96518","-43.31356"
"","316600601A","Centro","-20.79777","-43.35336"
"","316550301A","Centro","-18.78005","-42.37635"
"","316410001A","Centro","-18.363666","-42.6005"
"","316400101A","Centro","-20.16575","-42.521805"
"","316330001A","Centro","-18.480833","-41.389611"
"","316290602A","São Cristovão","-21.524","-43.015"
"","316290601A","Santa Rita","-21.541","-43.014"
"","316250005A","Tijuco","-21.095","-44.232"
"","316250004A","Senhor dos Montes","-21.13","-44.267"
"","316250003A","Fábricas","-21.111","-44.244"
"","316250002A","Tijuco2","-21.141","-44.275"
"","316250001A","Bonfim","-21.142","-44.257"
"","316230201A","Centro","-21.93452","-45.93269"
"","316110602A","Jardim Graziela","-15.9524","-44.85857"
"","316110601A","Zona Rural","-15.9044","-44.80619"
"","316105601A","Centro","-18.591694","-41.487944"
"","316070205A","Nossa Senhora da Gloria","-21.454","-43.566"
"","316070204A","Zona Rural","-21.462","-43.632"
"","316070203A","Corrégo do Ouro","-21.449","-43.531"
"","316070202A","Quarto depósito","-21.468","-43.548"
"","316070201A","Centro","-21.455","-43.554"
"","316020701A","Centro","-18.4642","-43.30632"
"","315960502A","Serra da Manuela","-22.19475","-45.58604"
"","315960501A","Vista Alegre","-22.25706","-45.70048"
"","315780704A","Palmital","-19.76634","-43.93589"
"","315780703A","Carreira Comprida","-19.75276","-43.88199"
"","315780702A","Industrial Americano","-19.75793","-43.83317"
"","315780701A","São Cosme","-19.77447","-43.94295"
"","315680901A","Centro","-18.666","-43.08"
"","315670005A","Ravena","-19.79","-43.755"
"","315670004A","Borba Gato","-19.833","-43.844"
"","315670002A","N. S. de Fátima","-19.87","-43.864"
"","315670001A","Santa Inês","-19.885","-43.906"
"","315620501A","São Sebastião","-21.62671","-43.01678"
"","315570201A","Centro","-19.92987","-43.173139"
"","315490301A","Centro","-20.227","-42.648"
"","315480401A","Morgans","-20.0876","-43.785103"
"","315460605A","Veneza","-19.76602","-44.13492"
"","315460604A","Areias I","-19.76717","-44.00188"
"","315460603A","São josé","-19.810011","-44.006578"
"","315460602A","Savassi","-19.77459","-44.08454"
"","315430902A","Centro","-19.324054","-41.254568"
"","315415001A","Moreira Bastos","-20.24402","-41.97944"
"","315400201A","Santana","-20.110916","-42.459138"
"","315390501A","Água Limpa","-19.969057","-43.807001"
"","315350901A","Centro","-20.4283","-41.9637"
"","315340001A","Aeroporto","-18.421022","-46.41618"
"","315250105A","Faisqueira","-22.21","-45.906"
"","315250104A","Santo Antônio","-22.225","-45.937"
"","315250103A","Cidade Jardim","-22.236","-45.865"
"","315250102A","Morro do Cristo","-22.2218","-45.9839"
"","315250101A","Aeoroporto","-22.288","-45.92"
"","315210502A","Centro MG","-20.419","-42.91"
"","315180001A","Parque Véu das Noivas","-21.777419","-46.619238"
"","315120602A","Centro","-17.348436","-44.95102"
"","315120601A","Distrito Industrial","-17.322144","-44.92644"
"","315110701A","Centro","-21.65967","-42.34759"
"","315080201A","Rosário","-20.682525","-43.30182"
"","315010901A","Centro","-21.50923","-43.32015"
"","315000001A","Centro","-18.354564","-41.597483"
"","314995201A","Gameleira","-19.153758","-42.241801"
"","314990301A","Lourdes","-21.10031","-45.08467"
"","314930901A","Centro","-19.62","-44.04"
"","314820201A","Centro","-21.15487","-42.21222"
"","314810301A","Cidade Jardim","-18.945281","-46.986903"
"","314800401A","Lagoa Grande","-18.603064","-46.517758"
"","314790701A","Exposição","-20.7347","-46.60611"
"","314780801A","Tebas","-22.2106","-44.23762"
"","314630501A","Centro","-17.07715","-41.48498"
"","314620601A","Centro","-18.06873","-41.27134"
"","314610713A","Distrito Rodrigo Silva","-20.424757","-43.61458"
"","314610711A","Vila alegre","-20.359","-43.669"
"","314610710A","Alto Dom Bosco","-20.36","-43.639"
"","314610709A","Amarantina","-20.314","-43.711"
"","314610707A","Rodovia Melo Frando","-20.407","-43.49"
"","314610706A","Vila Itacolomy","-20.407","-43.51"
"","314610705A","Parque das Andorinhas","-20.365","-43.49"
"","314610704A","São Cristovão","-20.378","-43.518"
"","314610703A","Bauxita","-20.396","-43.502"
"","314610702A","Subdistrito de Soares","-20.257","-43.66"
"","314610701A","Santo Antônio do Leite","-20.355","-43.72"
"","314530701A","Centro","-17.46694","-41.87529"
"","314490401A","Esperança","-18.442655","-41.497719"
"","314480506A","Retiro","-19.98","-43.854"
"","314480505A","Oswaldo Barbosa Penna II","-19.999","-43.853"
"","314480504A","Honório Bicalho","-20.021","-43.825"
"","314480503A","Centro","-19.985","-43.847"
"","314480502A","Jardim Canad","-20.071","-43.988"
"","314480501A","Vale do Sereno","-19.987","-43.94"
"","314467201A","Centro","-18.492722","-41.104833"
"","314435901A","Centro","-19.225664","-42.329136"
"","314430003A","Vila Nova","-17.85124","-40.33572"
"","314430001A","Reta","-17.84456","-40.37381"
"","314400301A","Centro","-19.814","-41.44"
"","314390614A","Rua Coronel P. Sobrinho","-21.127","-42.352"
"","314390613A","Zé Cirilo","-21.134","-42.398"
"","314390612A","Rua Antônio P. Galvão","-21.133","-42.351"
"","314390611A","Vermelho","-21.107","-42.456"
"","314390610A","Tv de Muriaé","-21.123","-42.376"
"","314390609A","Aeroporto","-21.126","-42.395"
"","314390608A","Barra","-21.133","-42.381"
"","314390607A","João XXIII","-21.145","-42.371"
"","314390606A","São Francisco","-21.137","-42.359"
"","314390605A","Gavea","-21.123","-42.365"
"","314390604A","Centro","-21.128","-42.37"
"","314390603A","Safira","-21.137","-42.372"
"","314390601A","Centro4","-21.132","-42.361"
"","314370801A","Fazenda Picão Coqueiros","-19.234094","-43.389116"
"","314330204A","Conj. José Correia Machado","-16.7677","-43.86506"
"","314330203A","São Pedro das Garças","-16.170277","-43.865555"
"","314330202A","Distrito Ermendinha","-16.4264","-44.092222"
"","314330201A","Rural","-16.993","-44.13089"
"","314315301A","Fazenda Vista Alegre","-16.87056","-41.26128"
"","314310401A","Boa Vista","-18.723916","-47.497944"
"","314220501A","Centro","-21.19981","-42.61043"
"","314150401A","Centro","-18.658138","-41.402583"
"","314085202A","Alto Bonito","-14.86186","-43.921728"
"","314080304A","Cedofeita","-21.841","-43.313"
"","314080303A","N. S. da Penha","-21.872","-43.326"
"","314080302A","Centro","-21.868","-43.313"
"","314080301A","Monte Alegre","-21.878","-43.312"
"","314060501A","Centro","-18.474416","-43.059416"
"","314040701A","Centro","-22.45028","-45.16628"
"","314000105A","Vila Maquiné","-20.361","-43.416"
"","314000104A","Santa Rita de Cássia","-20.402","-43.423"
"","314000103A","São Pedro","-20.386","-43.421"
"","314000102A","Centro","-20.374","-43.415"
"","314000101A","Rosário","-20.365","-43.43"
"","313960701A","Vila Florinda","-18.7718","-40.96276"
"","313950801A","Centro","-20.3584","-41.9563"
"","313940901A","Pouso Alegre","-20.2577","-42.02626"
"","313920101A","Centro","-17.842833","-42.078444"
"","313780901A","Centro","-21.97453","-45.34852"
"","313770002A","Corrego São Domingos","-20.2","-41.594"
"","313770001A","Centro","-20.15","-41.615"
"","313753601A","Planalto","-17.8449","-46.51128"
"","313700701A","Centro","-17.643898","-41.743593"
"","313670234A","Santa Rita","-21.737522","-43.338785"
"","313670233A","Linhares","-21.720274","-43.311726"
"","313670230A","Nossa Senhora de Lourdes","-21.76991","-43.32747"
"","313670229A","Paula Lima","-21.58","-43.488"
"","313670228A","Chapeu D Uvas","-21.594","-43.506"
"","313670227A","Igrejinha","-21.707","-43.485"
"","313670225A","Distrito Industrial","-21.674","-43.444"
"","313670224A","Represa","-21.684","-43.404"
"","313670223A","Cidade Universitária","-21.77","-43.364"
"","313670222A","Chácaras Passos Del ReY","-21.797","-43.415"
"","313670221A","Graminha","-21.79","-43.332"
"","313670220A","Santa Efigênia","-21.8","-43.357"
"","313670219A","Floresta","-21.759","-43.285"
"","313670218A","Monte Castelo","-21.744","-43.384"
"","313670217A","Caiçaras","-21.76","-43.392"
"","313670216A","Centro","-21.757","-43.35"
"","313670215A","Grama","-21.694","-43.353"
"","313670214A","Aeroporto","-21.793","-43.384"
"","313670213A","São Pedro","-21.777","-43.408"
"","313670212A","São Judas Tadeu","-21.704","-43.436"
"","313670211A","Ipiranga","-21.789472","-43.354191"
"","313670210A","Ponte Preta","-21.677","-43.436"
"","313670209A","Filgueiras","-21.667","-43.306"
"","313670207A","Milho Branco","-21.743","-43.406"
"","313620705A","Aclimação","-19.816","-43.188"
"","313620704A","Laranjeiras","-19.828","-43.158"
"","313620703A","Cruzeiro Celeste","-19.845","-43.18"
"","313620702A","N. S. da Conceição","-19.811","-43.176"
"","313620701A","Centro Industrial","-19.829","-43.125"
"","313540701A","Centro","-20.54128","-43.98742"
"","313520901A","Centro","-15.49","-44.361"
"","313460801A","Centro","-19.51701","-43.74518"
"","313360004A","COPASA","-22.762","-46.225"
"","313360003A","Tropical Flores","-22.657","-46.228"
"","313360002A","Córrego dos Negros","-22.68","-46.205"
"","313360001A","Distrito de Areias","-22.706","-46.196"
"","313350101A","Centro","-20.4728","-45.12186"
"","313320401A","Centro","-19.169977","-41.862536"
"","313300601A","Centro","-22.28407","-44.86765"
"","313270101A","Centro","-18.036138","-41.682861"
"","313240402A","São Vicente","-22.43051","-45.45631"
"","313240401A","Estiva","-22.412335","-45.435862"
"","313210701A","Centro","-15.100825","-44.095977"
"","313180201A","Centro","-18.568316","-41.234166"
"","313170306A","Senhora do Carmo","-19.513","-43.374"
"","313170305A","Ipoema","-19.622","-43.43"
"","313170304A","Pedreira","-19.595","-43.195"
"","313170303A","N. S. das Oliveiras","-19.627","-43.208"
"","313170302A","Gabiroba","-19.654","-43.209"
"","313170301A","João XXIII","-19.654","-43.233"
"","313130705A","Bom Retiro","-19.508","-42.554"
"","313130704A","Bethania","-19.436","-42.553"
"","313130703A","Limoeiro","-19.45","-42.591"
"","313130702A","Bom Jardim","-19.476","-42.58"
"","313130701A","Canaã","-19.455","-42.552"
"","313090301A","Centro","-19.5545","-42.121694"
"","312980606A","Serra Dourada","-20.004","-44.07"
"","312980605A","Marilândia","-20.001","-44.047"
"","312980604A","Novo Horizonte","-20.038","-44.064"
"","312930102A","Centro","-19.43925","-42.21395"
"","312900401A","Centro","-21.00916","-42.71927"
"","312880801A","Centro","-21.15203","-42.79694"
"","312870901A","Centro","-21.309761","-46.716297"
"","312820401A","Centro","-20.57392","-43.00696"
"","312770108A","Sir","-18.831","-41.899"
"","312770106A","Morro do Querosene","-18.842","-41.943"
"","312770105A","Santa Paula","-18.836","-41.991"
"","312770104A","Chonim de Baixo","-18.668","-41.979"
"","312770103A","Jardim Vera Cruz","-18.905","-41.952"
"","312770102A","Caravelas","-18.89","-41.988"
"","312770101A","Altinópolis","-18.861","-41.969"
"","312690102A","Centro","-18.563126","-41.90756"
"","312680201A","Centro","-18.064583","-41.428666"
"","312670302A","João Gonçalves","-16.47286","-43.48738"
"","312580401A","Centro","-19.152913","-42.080371"
"","312510107A","extrema07","-22.793","-46.333"
"","312510106A","Estrada das Posses","-22.867","-46.244"
"","312510105A","Forjos","-22.863","-46.284"
"","312510103A","PSF Furnas","-22.772","-46.322"
"","312510101A","extrema01","-22.853","-46.214"
"","312500201A","Centro","-21.551","-43.51"
"","312420302A","Pq. Nac. Caparaó","-20.42158","-41.8535"
"","312420301A","Centro","-20.654","-41.911"
"","312400501A","Centro","-20.838","-42.655"
"","312370001A","Centro","-19.200812","-42.042821"
"","312300701A","Paloma","-21.108","-44.037"
"","312260301A","Centro","-18.96655","-43.258356"
"","312250401A","Centro","-19.376785","-42.106415"
"","312190201A","Centro","-20.98844","-43.01284"
"","312170402A","Centro","-20.48707","-43.1985"
"","312110001A","Itagyba","-22.50997","-45.28478"
"","311860105A","Eldorado","-19.936","-44.059"
"","311860104A","Fonte Grande","-19.92","-44.08"
"","311860103A","Bairro Praia","-19.894","-44.095"
"","311860102A","Retiro","-19.837","-44.148"
"","311860101A","Centro","-19.917","-44.08"
"","311830406A","Santa Matilde","-20.681","-43.793"
"","311830405A","Buarque de Macedo","-20.753","-43.779"
"","311830404A","Belavinha","-20.645","-43.768"
"","311830403A","São Sebastião","-20.658","-43.801"
"","311830402A","Santa Efigênia","-20.650958","-43.784886"
"","311830401A","Centro","-20.66","-43.791"
"","311820501A","Centro","-19.93687","-47.54437"
"","311800704A","Joaquim Murtinho","-20.557","-43.816"
"","311800703A","Lobo Leite","-20.518","-43.799"
"","311800702A","Dom Oscar","-20.504","-43.87"
"","311750401A","Centro","-19.034","-43.426"
"","311610001A","Centro","-17.086944","-42.537777"
"","311600101A","Centro","-20.045","-41.685"
"","311590401A","Centro","-21.672","-43.22"
