"","Código","Nome","Latitude","Longitude"
"","420390701A","Centro","-27.343","-51.614"
"","420380802A","Prefeitura Municipal","-26.17522","-50.39492"
"","420370901A","Centro","-27.26681","-48.76795"
"","420350101A","Prefeitura Municipal","-26.3985","-53.0854"
"","420320405A","Rio Pequeno","-27.031","-48.641"
"","420320402A","Monte Alegre","-27.002","-48.665"
"","420300601A","Defesa Civil","-26.77705","-51.00946"
"","420290913A","Limeira","-27.07","-48.865"
"","420290911A","Ponta Russa","-27.146","-48.884"
"","420290910A","Souza Cruz","-27.131","-48.939"
"","420290909A","Santa Cruz","-27.173","-48.89"
"","420290908A","Centro","-27.098","-48.925"
"","420290907A","Bateas","-27.06","-48.907"
"","420290906A","Steffen","-27.074","-48.905"
"","420290905A","São Pedro","-27.069","-48.937"
"","420290904A","Paquetá","-27.141","-48.921"
"","420290903A","Poço Fundo","-27.134","-48.886"
"","420290902A","Águas Claras","-27.143","-48.907"
"","420290901A","Centro","-27.097","-48.918"
"","420280001A","Centro","-28.27112","-49.1612"
"","420270103A","Ribeirão do Ouro","-27.2034","-49.15148"
"","420270102A","Águas Negras","-27.203","-49.029"
"","420270101A","Centro","-27.197","-49.073"
"","420245301A","Bombas","-27.14472","-48.51068"
"","420243801A","Prefeitura Municipal","-27.74404","-49.94548"
"","420240423A","Centro","-26.913","-49.069"
"","420240422A","Nova Rússia","-26.999","-49.1"
"","420240421A","Progresso","-27","-49.068"
"","420240420A","Velha Central","-26.937","-49.15"
"","420240419A","Glória","-26.965","-49.06"
"","420240418A","Itoupava Norte","-26.872","-49.086"
"","420240417A","Vila Itoupava","-26.723","-49.066"
"","420240416A","Itoupava Central2","-26.833","-49.108"
"","420240415A","Garcia","-26.938","-49.057"
"","420240414A","Fortaleza Alta","-26.852","-49.047"
"","420240413A","Itoupava Central","-26.767","-49.08"
"","420240412A","Ponta Aguda","-26.902","-49.048"
"","420240411A","Progresso2","-26.995","-49.099"
"","420240410A","Fortaleza","-26.877","-49.066"
"","420240409A","Escola Agricola","-26.904","-49.103"
"","420240408A","Itoupava seca","-26.897","-49.08"
"","420240407A","Badenfurt","-26.883","-49.14"
"","420240406A","Nova Esperança","-26.891","-49.055"
"","420240405A","Testo Salto","-26.857","-49.154"
"","420240404A","Velha Grande","-26.951","-49.133"
"","420240401A","Vorstadt","-26.905","-49.034"
"","420230501A","Cidade Universitária","-27.5421","-48.65434"
"","420220604A","Centro","-26.781853","-49.364889"
"","420210702A","Itajubá","-26.677","-48.693"
"","420210701A","São Cristovão","-26.642","-48.698"
"","420207301A","Lagoa de Fora","-29.13328","-49.60605"
"","420200802A","Barra","-27.007","-48.596"
"","420200801A","Nações","-26.986","-48.643"
"","420180202A","UBS Centro","-27.42093","-49.78439"
"","420150501A","Centro","-28.26208","-49.01585"
"","420140602A","Vila São José","-28.9247","-49.47978"
"","420140601A","Centro","-28.93715","-49.48683"
"","420130704A","Centro","-26.37228","-48.72337"
"","420130703A","Itinga","-26.39942","-48.79885"
"","420130702A","Porto Grande","-26.41607","-48.75515"
"","420130701A","Rainha","-26.51683","-48.71378"
"","420120802A","Guiomar","-27.5028","-48.78"
"","420120801A","Centro","-27.517","-48.768"
"","420110901A","Anitapolis","-27.90547","-49.13093"
"","420090301A","Prefeitura Municipal","-27.5826","-48.9822"
"","420070504A","Demoras","-27.686","-49.33"
"","420070503A","Centro","-27.701","-49.334"
"","420070502A","Lomba alta","-27.737","-49.387"
"","420060601A","Centro","-27.70011","-48.81745"
"","420050701A","Centro","-27.07756","-52.9848"
"","420010103A","EBM José Maria","-26.6605","-52.14494"
"","420010102A","Centro","-26.565","-52.326"
"","420010101A","Assentamento 25 maio","-26.58667","-52.10379"
"","412820302A","Rio da Praia","-26.251","-51.1"
"","412820301A","Sagrada Familia","-26.232","-51.069"
"","412810401A","Jardim Kennedy","-23.769","-53.321"
"","412790801A","Centro","-23.872","-52.877"
"","412627201A","Prefeitura Municipal","-25.69136","-52.61733"
"","412570403A","Centro","-25.349","-54.245"
"","412570402A","Barro Branco","-25.344","-54.222"
"","412570401A","Rua Noé N. de Medeiros","-25.373","-54.27"
"","412560502A","SaoMateus02","-25.88059","-50.41684"
"","412560501A","Pinheirinho","-25.86249","-50.37159"
"","412550608A","Centro","-25.534","-49.206"
"","412550607A","Afonso Pena","-25.503","-49.18"
"","412550606A","Borda do Campo","-25.537","-49.091"
"","412550604A","São Pedro","-25.55","-49.196"
"","412550603A","São Marcos","-25.606","-49.169"
"","412550602A","Quississana","-25.548","-49.156"
"","412230503A","Vila São Judas Tadeu","-26.118","-49.776"
"","412230502A","R. Emílio Von Linzingen","-26.089","-49.8"
"","412230501A","Bom Jesus","-26.085","-49.781"
"","412220603A","Centro II","-25.205","-49.324"
"","412220602A","Centro","-25.193","-49.313"
"","412220601A","Rio Branco do Sul l","-25.167","-49.309"
"","412100001A","Centro","-23.085982","-53.482169"
"","412060601A","Bombeiro Comunitário","-25.21334","-50.97847"
"","411950903A","Jardim Santa Mônica","-25.45","-49.101"
"","411950902A","Horto Municipal","-25.472","-49.058"
"","411950901A","Vila Mariana","-25.46","-49.147"
"","411915207A","Weiss¢polis","-25.461939","-49.186839"
"","411915206A","Maria Antonieta","-25.441959","-49.164353"
"","411915205A","Pineville","-25.43129","-49.17591"
"","411915204A","Estância Pinhais","-25.438277","-49.199108"
"","411915203A","Jardim Atuba","-25.399929","-49.192935"
"","411915202A","Jardim Claudia","-25.39969","-49.3997"
"","411915201A","Perdizes","-25.393646","-49.190053"
"","411850104A","Centro","-26.228","-52.673"
"","411850103A","Fraron","-26.198","-52.692"
"","411850102A","Alvorada","-26.267","-52.683"
"","411850101A","São João","-26.234","-52.713"
"","411820403A","Padre Jackson","-25.517","-48.543"
"","411820402A","Ponta do Caju","-25.523","-48.509"
"","411820401A","Vila do Povo","-25.542","-48.547"
"","411705701A","Centro","-25.30928","-52.53703"
"","411620803A","América de Baixo","-25.49","-48.855"
"","411620802A","Vila dos Ferroviários","-25.478","-48.834"
"","411620801A","Parque Breckenfeld","-25.437","-48.877"
"","411345201A","Paço Municipal","-25.2686","-53.5725"
"","411200903A","Ciane","-24.26","-49.716"
"","411200902A","Cidade Alta","-24.248","-49.706"
"","411200901A","Primavera I","-24.278","-49.731"
"","411190201A","Centro","-23.112311","-51.539173"
"","411155501A","Centro","-23.406","-53.372"
"","411125801A","Centro","-25.219","-49.351"
"","411070601A","Centro","-25.47186","-50.65887"
"","410940105A","Centro","-25.35533","-51.43377"
"","410940104A","Vila Bela","-25.40131","-51.49242"
"","410930201A","Centro","-25.1","-52.866"
"","410850201A","Centro","-26.428","-51.317"
"","410840302A","São Miguel","-26.06924","-53.07376"
"","410840301A","Pinheirinho","-26.04632","-53.06013"
"","410830403A","Vila Boa Esperança","-25.573882","-54.570109"
"","410830402A","São Miguel","-25.534019","-54.540623"
"","410830401A","Porto Belo","-25.47005","-54.58558"
"","410765201A","Nações","-25.64902","-49.30742"
"","410720701A","Prefeitura Municipal","-25.74991","-53.05351"
"","410690211A","Novo Mundo","-25.48784","-49.28797"
"","410690210A","Umbará","-25.555","-49.284"
"","410690209A","Santa Felicidade","-25.435","-49.35"
"","410690208A","Atuba","-25.384","-49.197"
"","410690207A","São Braz","-25.417","-49.342"
"","410690206A","Santa Felicidade","-25.382","-49.332"
"","410690205A","Boa Vista","-25.379","-49.245"
"","410690204A","Pilarzinho","-25.38","-49.295"
"","410690203A","Vista Alegre","-25.413","-49.301"
"","410690202A","Cachoeira","-25.3536","-49.25527"
"","410690201A","Butiatuvinha","-25.41118","-49.36184"
"","410650601A","Prefeitura Municipal","-25.97998","-52.56345"
"","410580501A","Alto da Cruz","-25.3612","-49.1892"
"","410520101A","CerroAzul01","-24.82449","-49.26312"
"","410480806A","Tarumã","-24.92027","-53.43528"
"","410480805A","Centro","-24.99532","-53.46367"
"","410460003A","Centro","-25.48545","-53.60749"
"","410460002A","Rua Catanduvas","-25.481","-53.606"
"","410460001A","Bom Jesus","-25.438","-53.633"
"","410445101A","Centro","-25.371891","-52.127045"
"","410425301A","Centro","-25.3689","-49.45687"
"","410420403A","Vila Bancaria","-25.46856","-49.52551"
"","410420402A","Vila Andreas","-25.44889","-49.55519"
"","410420401A","Ferraria","-25.439368","-49.455266"
"","410410501A","Centro","-25.98","-49.68408"
"","410400603A","Jardim da Colina","-25.311","-49.053"
"","410400602A","Jardim Graciosa","-25.356","-49.109"
"","410400601A","Jardim Diamante","-25.334","-49.079"
"","410360201A","Centro","-23.04","-50.079"
"","410330501A","Borrazopolis I","-23.942","-51.59"
"","410315601A","Centro","-26.19174","-53.60245"
"","410180403A","Califórnia","-25.54311","-49.38147"
"","410180402A","Centro","-25.595","-49.388"
"","410165501A","Arapua01","-24.307","-51.784"
"","410140803A","Jardim Ponta Grossa","-23.535992","-51.449794"
"","410140802A","Parque Industrial","-23.566473","-51.505367"
"","410140801A","Jardim Paraíso","-23.558154","-51.426813"
"","410120004A","Batel","-25.433","-48.725"
"","410120003A","Jardim Maria Luiza","-25.436","-48.711"
"","410120002A","Rua Professora Otilia Ferrarine","-25.462","-48.687"
"","410120001A","Centro","-25.429","-48.71"
"","410040008A","Jardim Rosana","-25.316","-49.267"
"","410040007A","Jardim Roma","-25.327","-49.273"
"","410040006A","Jardim Tanguá","-25.371","-49.308"
"","410040005A","Jardim Bonfim","-25.344","-49.28"
"","410040004A","Tranqueira","-25.259","-49.301"
"","410040003A","Jardim Graziela","-25.343","-49.246"
"","410040002A","Jardim Planalto","-25.312","-49.308"
"","410040001A","Centro","-25.31","-49.298"
"","355730301A","Centro","-22.273017","-46.966627"
"","355700601A","Centro","-23.545","-47.447"
"","355670101A","Centro","-23.02933","-46.982518"
"","355650302A","Vila Real","-23.19278","-46.81684"
"","355650301A","COMDEC","-23.211","-46.832"
"","355645301A","Jardim Betânia","-23.602","-47.021"
"","355640401A","Centro","-21.82982","-46.89509"
"","355635402A","Bairro dos Cardosos","-22.86","-46.373"
"","355635401A","SP036","-22.898","-46.38"
"","355620601A","Vila São Sebastião","-22.964","-47.003"
"","355540623A","Perequê-Mirim","-23.485","-45.105"
"","355540622A","Centro 2","-23.44","-45.082"
"","355540621A","Almada","-23.364","-44.887"
"","355540619A","Maranduba","-23.541","-45.237"
"","355540618A","Araribá","-23.54","-45.255"
"","355540617A","Marafunda","-23.439","-45.103"
"","355540616A","Centro","-23.434","-45.077"
"","355540615A","Picinguaba","-23.376","-44.838"
"","355540614A","Itamambuca","-23.398","-45.004"
"","355540613A","Perequê-Açu","-23.426043","-45.066275"
"","355540612A","Ubatumirim","-23.305","-44.869"
"","355540611A","Figueira","-23.401","-45.119"
"","355540610A","Parque dos Ministérios","-23.425","-45.106"
"","355540609A","Poruba","-23.347","-44.94"
"","355540607A","Lagoinha","-23.517","-45.196"
"","355540606A","Estufa II","-23.452","-45.079"
"","355540605A","Sertão da Quina","-23.53","-45.246"
"","355540604A","Praia do Lazaro","-23.502","-45.13"
"","355540603A","Ipiranguinha","-23.427","-45.122"
"","355540602A","Praia Dura","-23.494","-45.173"
"","355540601A","Tenório","-23.465","-45.06"
"","355495301A","Centro","-22.81457","-46.69565"
"","355480501A","ETA","-22.96296","-45.54883"
"","355465601A","Centro","-23.24712","-48.19583"
"","355450801A","Delegacia","-23.11","-47.717"
"","355410201A","Policia Militar","-23.03827","-45.573"
"","355400301A","Centro","-23.35854","-47.851"
"","355350001A","Polícia Militar","-23.96485","-47.50284"
"","355280904A","Parque Assunção","-23.604","-46.762"
"","355280902A","Jardim São Judas","-23.6263","-46.8045"
"","355280901A","Jardim Vila Sônia","-23.6212","-46.7782"
"","355250203A","Cidade Miguel Badra","-23.496096","-46.322502"
"","355250202A","TabaMarajoara","-23.58781","-46.30472"
"","355250201A","Jardim Amazonas","-23.64494","-46.32195"
"","355240304A","Jardim Basilicata","-22.795","-47.279"
"","355240302A","Nova Veneza","-22.808","-47.223"
"","355240301A","Vila Miranda","-22.826","-47.277"
"","355220510A","Jardim Saira","-23.478","-47.422"
"","355220509A","Aparecidinha","-23.42682","-47.36295"
"","355220508A","Retiro São João","-23.4553","-47.4428"
"","355220506A","Éden","-23.424","-47.408"
"","355220505A","Morros","-23.51807","-47.41729"
"","355220504A","Brigadeiro Tobias","-23.51027","-47.36154"
"","355220503A","Cerrado","-23.508","-47.486"
"","355210601A","ETA","-22.59743","-46.51566"
"","355200701A","Centro","-22.6714","-44.85211"
"","355180102A","Vila São João","-24.38004","-47.93158"
"","355180101A","Centro","-24.391","-47.926"
"","355160301A","EEAT ESTANCIA DA SERRA","-22.63337","-46.72753"
"","355100904A","Parque Prainha","-23.97899","-46.3838"
"","355100903A","Itarare","-23.965","-46.363"
"","355100902A","Jardim Rio Branco","-23.976","-46.477"
"","355100901A","Vila Margarida","-23.961","-46.412"
"","355070420A","Praia das Cigarras","-23.732","-45.403"
"","355070419A","Boicucanga2","-23.767","-45.596"
"","355070418A","Praia Grande","-23.823","-45.415"
"","355070416A","Maresias","-23.793","-45.566"
"","355070415A","Portao Grande","-23.793","-45.403"
"","355070414A","Boicucanga","-23.777","-45.612"
"","355070413A","Toque Toque Pequeno","-23.814","-45.531"
"","355070412A","Pauba","-23.797","-45.541"
"","355070411A","Juquehy2","-23.759","-45.722"
"","355070410A","Juquehy","-23.768","-45.685"
"","355070409A","Itatinga","-23.813","-45.414"
"","355070408A","Baraqueçaba","-23.826","-45.429"
"","355070407A","Morro do Abrigo","-23.76","-45.418"
"","355070406A","Camburi","-23.776","-45.653"
"","355070405A","Pontal da Cruz","-23.783","-45.404"
"","355070404A","Enseada","-23.723","-45.43"
"","355070403A","Jaraguá","-23.73","-45.446"
"","355070402A","Barra do Una","-23.758","-45.764"
"","355060501A","Centro","-23.53694","-47.13303"
"","355040701A","Portal das Flores","-22.5606","-47.9067"
"","355030899A","Jardim Eledy","-23.649","-46.786"
"","355030898A","Jardim Romano","-23.47888","-46.38121"
"","355030897A","Jaguaré","-23.55","-46.743"
"","355030896A","Jardim João XXIII","-23.6","-46.789"
"","355030895A","Pirajussara","-23.638","-46.78"
"","355030894A","Parque Morumbi","-23.623","-46.727"
"","355030889A","Capão Redondo","-23.686","-46.794"
"","355030886A","Cangaíba","-23.499","-46.496"
"","355030885A","Jardim Anhanguera","-23.44","-46.788"
"","355030884A","Lajeado","-23.545","-46.401"
"","355030882A","Campo Limpo","-23.647","-46.757"
"","355030881A","Itaim Paulista","-23.494","-46.417"
"","355030880A","Iguatemi","-23.609","-46.427"
"","355030879A","Avenida Tucuruvi","-23.481","-46.604"
"","355030878A","Lapa","-23.522","-46.695"
"","355030877A","Vila Formosa","-23.561","-46.564"
"","355030876A","Ermelino Matarazzo","-23.5","-46.473"
"","355030875A","Jardim São Roberto","-23.622","-46.501"
"","355030873A","Perus","-23.407","-46.753"
"","355030872A","Freguesia do Ó","-23.476","-46.665"
"","355030871A","Ipiranga","-23.587","-46.602"
"","355030870A","Jabaquara","-23.649","-46.64"
"","355030869A","Vila Prudente","-23.584","-46.561"
"","355030868A","Subprefeitura de Itaquera","-23.532","-46.447"
"","355030867A","C.E.U Parelheiros","-23.829","-46.724"
"","355030866A","Penha3","-23.519","-46.521"
"","355030865A","Vila Constância","-23.668","-46.674"
"","355030864A","São Mateus","-23.6","-46.468"
"","355030863A","Capão Redondo2","-23.674","-46.77"
"","355030861A","Pedreira","-23.705","-46.644"
"","355030860A","Limão","-23.511","-46.667"
"","355030859A","Vila Aricanduva","-23.569","-46.504"
"","355030858A","Jardim Vera Cruz","-23.73573","-46.78054"
"","355030857A","Centro","-23.541","-46.629"
"","355030856A","Jardim Imperador","-23.64412","-46.60851"
"","355030855A","Jardim Nossa S. Aparecida","-23.462","-46.712"
"","355030854A","Vila Maria","-23.502","-46.591"
"","355030853A","Pinheiros","-23.563","-46.703"
"","355030852A","Cidade Dutra","-23.72","-46.702"
"","355030851A","Jaraguá","-23.48","-46.762"
"","355030850A","CEU São Rafael","-23.62034","-46.45687"
"","355030849A","Vila Carrão","-23.575","-46.526"
"","355030848A","São Miguel Paulista","-23.5","-46.451"
"","355030847A","Vila Rubi","-23.728","-46.697"
"","355030846A","Butantã","-23.589","-46.738"
"","355030845A","Interlagos","-23.711","-46.704"
"","355030844A","Barro Branco","-23.767","-46.68"
"","355030843A","Jardim Santa Lucrécia","-23.436","-46.751"
"","355030838A","Residencial Cocaia","-23.745","-46.66"
"","355030834A","Santo Amaro Paulista","-23.650398","-46.708183"
"","355030833A","AC Central de SP","-23.543311","-46.635987"
"","355030832A","Jardim Previdência","-23.622","-46.617"
"","355030831A","AC Almeida Lima","-23.55196","-46.608613"
"","355030828A","Jabaquara","-23.668","-46.635"
"","355030827B","Jardim Valparaiso","-23.424","-46.59"
"","355030826A","Mooca","-23.547","-46.596"
"","355030824A","Jardim Angela","-23.697","-46.765"
"","355030822B","Avenida Oratório","-23.613","-46.523"
"","355030822A","Vila Leopoldina","-23.5351","-46.73533"
"","355030820B","Vila Babilônia","-23.644","-46.655"
"","355030820A","Cidade Tiradentes","-23.595","-46.406"
"","355030819A","Boa Esperança","-23.603","-46.449"
"","355030818A","Itaquera2","-23.522","-46.457"
"","355030817A","Jardim Paraná","-23.448","-46.688"
"","355030816A","Jardim Sapopemba","-23.609","-46.494"
"","355030814A","Vila das Belezas","-23.647","-46.744"
"","355030813A","Jardim Guapira","-23.457","-46.584"
"","355030812A","Luz","-23.531015","-46.632533"
"","355030811A","AC Santana","-23.50248","-46.628836"
"","355030810A","Chacara Dona Olivia","-23.513","-46.389"
"","355030809A","Jardim São Luis","-23.667","-46.728"
"","355030808B","Senai Pirituba","-23.501","-46.751"
"","355030808A","Vila Clementino","-23.599","-46.65"
"","355030807A","Jardim dos Alamos","-23.816","-46.736"
"","355030806B","Cidade Líder","-23.571","-46.482"
"","355030806A","Cidade Tiradentes 2","-23.58","-46.383"
"","355030803A","São João Clímaco","-23.622","-46.583"
"","355030802A","COHAB Inácio Monteiro","-23.569","-46.411"
"","355030801B","José Bonifácio","-23.547","-46.439"
"","355030801A","Jardim Paulistano","-23.582","-46.751"
"","355000101A","COMDEC","-23.224308","-45.314255"
"","354995302A","Paiol do Meio","-23.88297","-46.9757"
"","354990499A","Parque Tecnológico SJC (TESTES PLUVIO)","-23.157954","-45.7935"
"","354990410A","Jardim São Leopoldo","-23.244","-45.825"
"","354990407A","Freitas","-23.109","-45.933"
"","354990406A","Altos Vila Paiva","-23.143","-45.92"
"","354990405A","Chacara Boa Vista","-23.087","-45.931"
"","354990404A","Jardim Jussara","-23.187","-45.869"
"","354990403A","Jardim Santa Matilde","-23.14","-45.903"
"","354990402A","Jardim Altos de Santana","-23.159","-45.916"
"","354990401A","Rio comprido","-23.256","-45.941"
"","354980504A","São Francisco","-20.844","-49.386"
"","354980503A","Eldorado","-20.795","-49.41"
"","354980502A","Jardim Nazareth","-20.818","-49.411"
"","354980501A","Jardim Maria Candida","-20.785","-49.36"
"","354960701A","Delegacia de Policia Civil","-22.647353","-44.575537"
"","354890603A","Agua Vermelha","-21.898","-47.897"
"","354890602A","Cidade Jardim","-21.997","-47.892"
"","354890601A","Jardim São Paulo","-22.031","-47.87"
"","354880704A","Barcelona","-23.616","-46.556"
"","354880703A","Maua","-23.644","-46.572"
"","354880702A","Ceramica","-23.622874","-46.581745"
"","354880701A","Centro","-23.609","-46.573"
"","354870822A","Vila São Pedro","-23.717","-46.526"
"","354870821A","Vila Mussolini","-23.667","-46.567"
"","354870820A","Parque Selecta","-23.745","-46.528"
"","354870819A","Demarchi","-23.737","-46.553"
"","354870818A","Baeta Neves","-23.701","-46.534"
"","354870816A","Riacho Grande","-23.783","-46.528"
"","354870815A","Nossa Sra. De Fátima","-23.744","-46.565"
"","354870814A","Vila Vitória","-23.734","-46.579"
"","354870812A","Cooperativa","-23.721","-46.592"
"","354870811A","Rudge Ramos","-23.643","-46.584"
"","354870810A","Vila Esperança","-23.726","-46.524"
"","354870809A","Parque Imigrantes","-23.772","-46.59"
"","354870808A","Areião","-23.755","-46.531"
"","354870807A","Jardim Calux","-23.705","-46.572"
"","354870806A","Jardim Industrial","-23.708","-46.52"
"","354870805A","Jardim Leblon","-23.72266","-46.53876"
"","354870804A","Nucleo Santa Cruz","-23.844","-46.598"
"","354870803A","Jardim Silvina","-23.737","-46.537"
"","354870802A","Jardim Laura","-23.744","-46.612"
"","354860901A","Centro","-22.689192","-45.733925"
"","354850015A","Bom retiro","-23.937","-46.377"
"","354850014A","Sitio das Neves","-23.881","-46.314"
"","354850013A","Morro de São Bento","-23.935","-46.341"
"","354850012A","Nova Cintra","-23.947","-46.356"
"","354850011A","Saboó","-23.9304","-46.3449"
"","354850010A","Estuario","-23.967","-46.305"
"","354850009A","Caruara","-23.891","-46.189"
"","354850008A","Ponta da Praia","-23.981","-46.3"
"","354850006A","Chico de Paula","-23.931","-46.36"
"","354850005A","Vila Mathias","-23.942","-46.331"
"","354820301A","Centro","-22.83151","-45.66007"
"","354800501A","Jd. Vila Rica","-22.61","-46.926"
"","354780919A","Parque Novo Oratório","-23.636","-46.506"
"","354780918A","Jardim Ipanema","-23.691","-46.499"
"","354780916A","Borda do Campo","-23.724","-46.48"
"","354780915A","Vila João Ramalho","-23.71","-46.507"
"","354780914A","Humaitá","-23.683","-46.5"
"","354780913A","Paranapiacaba","-23.778","-46.303"
"","354780912A","Vila Suiça","-23.698","-46.493"
"","354780911A","Vila Príncipe de Gales","-23.664","-46.553"
"","354780910A","Paraíso","-23.68","-46.534"
"","354780909A","Parque Miami","-23.738","-46.499"
"","354780908A","Santa Terezinha","-23.629","-46.538"
"","354780907A","Jardim Rina","-23.647","-46.495"
"","354780906A","Parque das Nações","-23.637","-46.516"
"","354780905A","Cidade São Jorge","-23.67747","-46.48747"
"","354780904A","Vila Curuça","-23.648","-46.514"
"","354780903A","Vila Vitória","-23.686","-46.512"
"","354780902A","Parque Andreense","-23.771","-46.463"
"","354780901A","Vila Bastos","-23.659","-46.533"
"","354730407A","Jardim Parnaiba","-23.438","-46.91"
"","354730405A","Jardim Nina (Fazendinha)","-23.408","-46.869"
"","354730404A","Cidade São Pedro","-23.43198","-46.85841"
"","354730403A","Alphaville","-23.479","-46.857"
"","354730402A","Cururuquara","-23.48705","-46.99519"
"","354730401A","Refugio dos Bandeirantes","-23.417","-46.957"
"","354700701A","Centro","-22.56722","-48.15796"
"","354680101A","Recanto imperial","-23.315","-46.225"
"","354670201A","Centro","-22.45537","-47.52874"
"","354600901A","Centro","-23.39705","-45.88567"
"","354580301A","Jardim Pantano","-22.75722","-47.36496"
"","354530801A","Sabesp","-23.65638","-47.5742"
"","354520901A","Vila Nova","-23.19986","-47.28743"
"","354515901A","Centro","-22.84681","-47.67809"
"","354500101A","Ponte Nova","-23.57502","-45.97222"
"","354430101A","Delegacia de Policia","-22.89862","-45.30337"
"","354410305A","Maria Joana","-23.718","-46.368"
"","354410304A","Vila Niwa","-23.737","-46.358"
"","354410303A","Centro","-23.749","-46.397"
"","354410302A","Vila Lopes","-23.729","-46.392"
"","354410301A","Parque América","-23.76","-46.411"
"","354400401A","Centro","-22.84778","-47.60787"
"","354390704A","Vila Operária","-22.393","-47.564"
"","354390703A","Jardim Santa Maria","-22.378","-47.588"
"","354390702A","Jardim Inocoop","-22.426","-47.577"
"","354390701A","Jardim Conduta","-22.429","-47.552"
"","354340207A","Jardim Progresso","-21.206","-47.843"
"","354340206A","Vila Mariana","-21.145","-47.784"
"","354340205A","Distrito Norte","-21.113","-47.795"
"","354340204A","Bonfim","-21.264","-47.823"
"","354340203A","Centro","-21.172","-47.809"
"","354340202A","Jd Prof. Antonio Palocci","-21.123","-47.738"
"","354340201A","Jardim São José","-21.225","-47.763"
"","354330307A","Vila Mortari","-23.713","-46.42"
"","354330306A","Chácara Aliança","-23.692","-46.429"
"","354330305A","Colonia","-23.694","-46.398"
"","354330304A","Quarta Divisão","-23.658","-46.373"
"","354330303A","Represa","-23.7504","-46.439"
"","354330302A","Pilar Velho","-23.677","-46.39"
"","354330301A","Ouro fino","-23.678","-46.351"
"","354325301A","Centro","-24.096","-48.365"
"","354280001A","Centro","-24.656","-49.008"
"","354260205A","Jardim Caicara","-24.504","-47.862"
"","354260204A","Centro2","-24.505","-47.85"
"","354260203A","Vila São Francisco","-24.494","-47.854"
"","354260202A","Centro","-24.49","-47.842"
"","354260201A","Registro","-24.4945","-47.8468"
"","354230501A","Escritorio Sabesp","-23.28365","-45.53335"
"","354210701A","Centro","-23.01328","-47.53084"
"","354190101A","Centro","-22.53786","-44.77291"
"","354165301A","Centro","-23.29928","-48.0526"
"","354100002A","Portinho","-23.98791","-46.40595"
"","354100001A","Alice","-24.07856","-46.59728"
"","354075401A","Policia Militar","-22.83238","-45.25754"
"","354060601A","Centro","-23.21141","-47.52234"
"","354050701A","Centro","-23.17647","-48.12137"
"","353980601A","Vila Julia","-23.524","-46.347"
"","353910301A","Centro","-23.39","-46.999"
"","353870901A","Vila Rezende","-22.737049","-47.647408"
"","353860002A","Dobrada","-23.01","-46.367"
"","353860001A","Caras","-23.0898","-46.4153"
"","353850101A","Batalhão de Polícia","-22.612","-45.183"
"","353820401A","Centro","-22.785","-46.592"
"","353800601A","Policia Militar","-22.93113","-45.44793"
"","353780001A","Sabesp","-23.71786","-47.40705"
"","353760203A","Parque do Trevo","-24.268","-46.961"
"","353760202A","Centro","-24.36","-47.018"
"","353760201A","Jardim Veneza","-24.324","-47.016"
"","353750301A","Centro","-23.07392","-47.97733"
"","353720602A","Vila Sorocabana","-24.275","-47.24"
"","353720601A","Centro","-24.275","-47.232"
"","353710704A","Santa Clara","-22.74153","-46.9242"
"","353710703A","Vale Verde","-22.72616","-46.90086"
"","353710702A","Vila Santo Antonio","-22.743","-46.895"
"","353680201A","Centro","-22.791333","-46.440736"
"","353650501A","João Aranha","-22.736","-47.175"
"","353620801A","Centro","-24.714","-47.881"
"","353600001A","Rua Sergipe","-21.781","-50.794"
"","353560601A","ETA","-23.38902","-45.66407"
"","353490601A","Avenida Espanha","-21.565","-51.267"
"","353440105A","Santa Fé","-23.475","-46.779"
"","353440104A","Quitauna","-23.524","-46.811"
"","353440103A","Rochdale","-23.507","-46.776"
"","353440102A","Jaguaribe","-23.561","-46.784"
"","353440101A","Centro","-23.532","-46.777"
"","353340301A","Centro","-22.773","-47.292"
"","353240501A","ETA Sabesp","-23.18456","-46.40096"
"","353230601A","Policia Militar","-23.377916","-45.445904"
"","353200901A","Centro","-22.872","-46.791"
"","353180304A","Jardim Paviotti","-22.912","-47.246"
"","353180303A","Parque Imperial","-22.952","-47.31"
"","353180302A","Rod Conego C S Pires","-23.012","-47.306"
"","353180301A","Santa Cruz","-22.905","-47.343"
"","353170401A","Centro","-22.9564","-45.8379"
"","353120901A","Centro","-22.68455","-46.67947"
"","353110004A","Jardim Praia Grande","-24.113","-46.662"
"","353110003A","Centro","-24.101","-46.635"
"","353110002A","Agua Branca","-24.083","-46.717"
"","353110001A","Agenor de Campos","-24.128","-46.691"
"","353090401A","Centro","-22.62695","-47.56603"
"","353080501A","Jd. 31 de Março","-22.424585","-46.947802"
"","353070601A","Jd Novo II","-22.34456","-46.93068"
"","353060705A","Jd Santos Dummond","-23.57501","-46.22121"
"","353060704A","Jundiapeba","-23.55061","-46.24632"
"","353060702A","Vila São Paulo","-23.48567","-46.13232"
"","353060701A","Vila Andrade","-23.482764","-46.085967"
"","352990602A","Rua Valdemar Lopes","-24.28","-47.451"
"","352990601A","Kamaiti","-24.28939","-47.45806"
"","352940110A","Jardim Zaira","-23.648","-46.444"
"","352940109A","Jardim Paranavai","-23.646","-46.454"
"","352940108A","Parque das Américas","-23.687","-46.447"
"","352940107A","Vila Carlina","-23.699","-46.484"
